description,business_tags,sector,category,niche,insurance_label,insurance_label_scores,pred_status,top1_score,gap_top1_top2,human_ok,notes
"Salt Spring Men's Shed is a men's community workshop located on Salt Spring Island, BC. It is one of 40 Men's Shheds in British Columbia and 2,800 worldwide, which are described as workshop-type spaces where men can socialize and improve their well-being by providing tools and materials for men to make or fix things, work on crafts, or just to tinker away. Men's sheds are particularly designed to reach at-risk men who may not easily make connections in their community otherwise. The organization is currently seeking a female organizer who is passionate about starting a Women's Shed at a different location and is ready to offer support and resources, including help with organization, administration, network building, funding, promotional activities, and more. The Salt Spring Men' Shed is inclusive of all population groups among men and is recognized for its positive and therapeutic aspects.","['Social Well-being Improvement', 'Support Services', 'Community Resources', 'Non-profit Organization', 'Mens Workshop', 'Workshop Spaces', 'Tinkering in Various Crafts', 'Socializing Opportunities', 'Illness Information', 'Health Screening']",Non Profit,Social Services & NGOs,Civic and Social Organizations,Non-Profit Management,0.1305,confident,0.1304668750776419,0.0501046088632504,,
"Electrica is an electric vehicle charging company that provides fast and reliable charging solutions for electric vehicles. They offer a mobile app that allows users to charge their electric cars at home, making it easy to manage and charge multiple vehicles on the go. Electrica's chargers are fast, reliable, and easy-to-use, with features such as USB charging, fast charging connectors, high-power charging stations, charge controllers, USB charger cables, power management, remote monitoring, Bluetooth wireless chargement, solar-powered chargener controllers with solar charge points, built-in solar modules, LED lighting, backup power, battery storage, automatic transfer switches, auto power-up stations with remote controls, emergency power points with LED lights, inverters, batteries, chargER cables and connectors. The company's mission is to make electric transportation accessible to everyone by providing affordable and convenient charging options.",['Renewable Energy Services'],Services,Financial Services,"Trust, Fiduciary, and Custody Activities",Financial Services,0.1265,confident,0.1265191823448634,0.081350847848775,,
"Kulturaggregat e.V. is a non-profit sociocultural association founded in 2014 by a collective of around 20 artists, cultural workers, and individuals interested in culture. Their goal is to bring more art, subculture, and social discourse into public space. They aim to create a free space for culture and connect people who want to develop their creativity. Their current project, hilda5, is a platform, art room, and laboratory all-in-one, located in the old Art Nouveau house at Hildastraße 5 in Freiburg. It offers about 500 square meters of free spaces for exhibitions, concerts, readings, workshops, and performances by international and local artists, as well as street art projects. In addition to a spacious gallery, hild5 features an elegant stage and the kulturagregat-kinoklub, which is probably the smallest cinema in town.","['Performing Arts Promotion', 'Cultural Events Organization', 'The Art Room', 'Artistic Laboratory', 'Street Art', 'Artistic Performances', 'Vinyl Records', 'Sports Event Management Services', 'Cultural Films', 'Art Exhibitions', 'Film Screenings', 'Cultural Organization', 'Cultural Center', 'Electronic Music Genres', 'Sports Event Organization', 'Art Workshops', 'Art Gallery', 'Used Records', 'Non-profit Socio-cultural Organization', 'Event Hosting Services']",Services,Event Planner Services,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",Arts Services; Event Planning Services; Sports Management Services,0.1224; 0.1139; 0.1058,confident,0.1223934220191995,0.008494439504427,,
"Qingdao Jinsheng Textile Machinery Co., Ltd. is a Chinese company that specializes in the production of sewing machines, including precision sewing machines such as the Qls-29A, QLS-, Qls-'23A, and Qls'-23C sewing machines. They also manufacture sewing machines for textile products, including the QC-6A and Qc-'6B upright sewing machines and the QJ-9A precision sewing machine. The company has a complete management system and quality control system, and their design and construction technology have developed to ensure reliable quality. They have participated in the ""Smart Manufacturing"" initiative in the textile industry.","['British Manufacturing', 'Precision Milling Services', 'QC-6A Straightening Mill', 'QLS-G Cylindrical Saw', 'Manufacturing of Milling Machines']",Manufacturing,Fabric-Based Home Goods,All Other Miscellaneous Textile Product Mills,Textile Manufacturing Services,0.1213,confident,0.1213200862399127,0.0918818581288772,,
"The Child Abuse Prevention Center of Utah (Capc) is a non-profit organization that aims to prevent child abuse and domestic violence. They organize the annual Mountain-West Conference on Child Abuse and Domestic Violence, which brings together over 643 parents and professionals from various states to share valuable information on child welfare and provide suggestions for the future. The conference features speakers who discuss sensitive issues such as statutory rape and the need for increased awareness and enforcement of laws to intervene on behalf of young victims. The organization also offers a Christmas for Kids Program in need of donations.","['Child Welfare Services', 'Childrens Christmas Program', 'Internet Usage Prevention', 'Statutory Rape Awareness', 'Non-profit Organization', 'Prevention Services for Street Children', 'Shaken Baby Syndrome', 'Preserving Childrens Innocence', 'Child Abuse Prevention', 'Family Dynamics Change Prevention', 'Youth Violence Prevention']",Non Profit,Social Services & NGOs,Emergency and Other Relief Services,Non-Profit Management,0.1181,confident,0.1181244568848197,0.0601032091343749,,
Alberto Bevacqua is a photography company that specializes in portfolio and photography services. The company's main focus is on steel photography.,"['Photo Work', 'Steel Work', 'Artistic Creations', 'Studio Events']",Manufacturing,Fences & Ornamental Metal Work,Ornamental and Architectural Metal Work Manufacturing,Ornamental Plant Nurseries,0.1136,confident,0.1135842709683019,0.0532218406990752,,
"Machineotech Electrical Services is a company that specializes in repairing LED lamps and related components. They offer repair services for various types of lamps, including battery, copper, sCM dC, sBacklight, optical and matrix diodes, and LED tubes. They also provide repair services specifically for halogen lamps, halogen safety lamps, and flat ribbon lamps. In addition, Machineotech Electrical Service offers SMD and COB soldering services.","['LED Lamp Repair Services', 'Copper Lamp Repair', 'SMD to Copper Conversion Services', 'Copper Conversion']",Manufacturing,Lighting Stores,Electric Lamp Bulb and Other Lighting Equipment Manufacturing,Boiler Repair Services,0.1134,confident,0.113397955605965,0.056516139261242,,
"Daum Garden and Pond Construction is a company based in Hannover, Germany that specializes in garden and pond construction using zeolite filters for organic ponds. They offer services such as pond construction, garden ponds, and ornamental fish ponds. The company installs zeolites in their ponds, which are known for their large surface area, similar to activated carbon, making them ideal for biological microorganisms to thrive in. Daum Garden and Pump Construction provides comprehensive instructions for constructing a garden pond and offers a blog for pond and gardening enthusiasts.","['Installation Services', 'Installation of Filtering Materials', 'Pond Construction Services', 'Large Surface Area Filter', 'Pond Filters with Zeolite']",Manufacturing,"Minerals, Earths & Ores",Ground or Treated Mineral and Earth Manufacturing,Tank Installation Services; Tile Installation Services,0.1133; 0.1121,confident,0.1133434828092074,0.0012020226233035,,
"The company specializes in providing reliable products and solutions for various industries. Their products include the Trek152-1 handheld surface electrophoresis test instrument, which uses a measurement technology that meets Ansi/Eds standards for measuring surface electropolishness, electrophoretic rate, and electrical conductivity. They also offer the Phsj-5T laboratory pH meter, which is widely used in laboratories, clinics, universities, pharmaceutical, cosmetic, food and beverage, and oil and gas testing. Additionally, they provide the Treke520 and Trek156 electric analyzers, which are handheld static static electrophoresonance test instruments, and the Me268A electric analyzer, which operates on open-source software and is designed for remote operation on workstations. The TREK 156A electric analysis analyzer has two inspection models that can be used in various industries, including medical, pharmaceuticals, cosmetics, food, and petroleum.","['Chemical Testing Services', 'INDUSTRIAL NEW ENERGY STANDARD', 'Market Insights', 'TREK152-1 Handheld Surface Electrochemical Test', 'Marketability']",Manufacturing,Laboratory Equipment & Supplies,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Testing and Inspection Services,0.1098,confident,0.1098225398485479,0.0247777919749843,,
"Wuhan Xincheng Technology Co., Ltd is a company specializing in heat-processing equipment design, production, and post-sales services. Founded in 2016, the company has a team of nearly twenty employees with professional service engineers distributed throughout China. They have expertise in various industries such as automotive paint, pharmaceutical chemical, solid waste processing, papermaking, printing, metallurgy, food products, ceramics, and aluminum smelting kilns. The company has completed numerous coal conversion, gas conversion, and electricity transformation projects in China, with a focus on environmentally friendly practices. They also offer services in boiler NOx reduction, coal conversion in the textile industry, coating line testing, flame treatment, air conditioning installation, and ecological inspection.","['Coating Line Testing Services', 'Food and Equipment', 'Environmental Protection Solutions', 'Tailgate Video Production Services', 'Solid Waster Processing Machinery', 'Metallurgy Machinery', 'Heating Device Safety Measures', 'Pharmaceutical Chemical Engineering Equipment', 'Ceramic Equipment', 'Boilers and Glass Furnaces Equipment', 'Boiler Nox Reduction Projects', 'Air Conditioning Installations', 'Integrated Drone Application Solution Provider', 'Kilns and Smelting Equipment', 'After-sales Service', 'Energy Efficiency Programs', 'Shared Data Unmanned Solutions', 'Production', 'Coal Conversion Gas and Electricity Transformation', 'Environmental Inspection Services']",Manufacturing,"Metal Plating, Polishing & Coloring",Metal Heat Treating,Testing and Inspection Services; Boiler Installation Services,0.1063; 0.1005,confident,0.106314773590908,0.0058079393790606,,
"Quiropráctico Santo Tómas is a chiropractic clinic located in Santo Tomas, Mexico. They specialize in treating problems related to neck pain, headaches, arms, shoulders, legs, and back pain, as well as musculoskeletal, esophageal, and sciatica conditions. The clinic offers chiropractics services to locate, analyze, and correct spinal subluxation. They conduct physical, orthopedic, and neurological exams to diagnose and treat spinal sublinguitis. Quiroprabáctica Santo Tomás is currently offering a 40% discount on spinal adjustments for the month of December.","['Pain Management Services', 'Sports Massage Services', 'Vertebral Subluxation Correction', 'Medical Facility', 'Healthcare Services', 'Chiropractic Care for Musculoskeletal Disorders', 'Chiropractic Care Services']",Services,Chiropractors,Offices of Chiropractors,Sports Management Services,0.1044,confident,0.104365749870505,0.0364022499504322,,
"Ja Cię Kręcę Sp. z o.o is a company that specializes in film rental equipment, including cameras and lighting equipment. They offer a 24-hour rental service for their rental products.","['Photography Equipment Routine Maintenance', 'Film Equipment Rental', 'Lighting Equipment Rotation Services']",Services,Computer Repair & Service,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Agricultural Equipment Services; Fire Safety Equipment Services; Commercial Communication Equipment Installation,0.1004; 0.0883; 0.0862,confident,0.1004109008574969,0.0120848371928305,,
"The Balcombe Estate is a 3,500-acre traditional family-run agricultural estate located in the village of Balcombe in West Sussex, in the High Weald AONB. The estate consists of a mix of farmland, forest, and woodland, which are used to produce a modern, sustainable sawmill. The company offers residential and commercial properties for rent, ranging from one-bedroom flats to six-bedroom farmhouses. Additionally, they have a self-catering holiday cottage in Balcombe village that is open all year round for a minimum of two nights. The Balcombe Sawmill & Forestry is a sustainable forestry activity that focuses on conserving the unique landscape and managing it for future generations.","['Special Occasion Services', 'Game Store', 'Wedding Services', 'Residential Properties for Sale/rent', 'Sustainable Sawmill', 'Agricultural Estate Management', 'Victorian House Rental', 'Self-catering Holiday Cottage Rental']",Manufacturing,Timber & Wood Products,Apple Orchards,Catering Services; Real Estate Services,0.1003; 0.0886,confident,0.1002500312713831,0.0116576297747073,,
"Sophy Mobile is a company that simplifies processes and communication across companies in the truck transport industry. They offer an intuitive and user-friendly mobile app that allows truck drivers to become virtual passengers by receiving all relevant information directly into their cabin. Sophy Mobile aims to simplify communication between all stakeholders in the transport process, including sub-freighters, customers, and warehouses, without the need for registration. Their vision is to simplify the life of everyone involved in truck transport, from drivers to forwarders and carriers to warehouses and customers. The company was founded by individuals who had to arrange and organize truck transports on a daily basis and is dedicated to simplifying transport communication.","['Automation of Tasks', 'Communication Facilitation', 'Smart Decision-making Technology', 'Logistics Technology', 'Mobile Application Development', 'Communication Technology', 'Data Exchange', 'Communication with Stakeholders', 'Mobile App for Truck Drivers', 'Mobile App Development for Transports']",Services,Trucking and Logistics,"General Freight Trucking, Long-Distance, Truckload",Residential Communication Equipment Installation; Commercial Communication Equipment Installation; Mobile Home Construction Services,0.0986; 0.0921; 0.0878,uncertain,0.0985860444530629,0.0064383600259784,,
"Ålesund Prison is a high-security prison located in the municipality of Ålesul, Norway. The building was built by Norwegian engineers and has an ordinary capacity for 27 people. The prison offers a variety of jobs, including carpentry and mechanical workshops, and several inmates are employed with cleaning services, laundry service, and food distribution. Additionally, the prison has its own gym with various exercise equipment and Borgund High School has its department in Ålsund Prison.","['Leisure Activities', 'High-security Prison', 'Teaching Services', 'Educational Institution', 'Teaching English, Norwegian, and History', 'Cleaning Service', 'Mechanical Shop', 'Carpentry Workshop', 'Restaurant Preparation and Management Services', 'Food Distribution', 'Music and Gangster Yoga', 'Physical Exercise', 'Laundry Service', 'TIP Service/transport and Tourism Activities']",Government,Police & Sheriffs,Police Protection,Carpentry Services,0.0975,uncertain,0.0975441395852848,0.039521204319948,,
"The Shanghai Municipal People's Detective Agency is a law enforcement agency located in the city of Shanghai, China. It is one of the highest civilian police agencies in the country and is responsible for protecting the public from criminal activity. The agency has been involved in various investigations, including those related to the Covid-19 pandemic, and has collaborated with other law enforcement agencies such as the Shanghai Municipal Public Security Bureau and the National People's Police Bureau. It has also been involved with the development of new laws and regulations related to criminal investigation and investigation.","['Crime Prevention Services', 'Law Enforcement', 'Public Administration', 'Public Services', 'Governmental Organization', 'Criminal Investigation Services']",Government,Courthouses,Courts,Public Relations Services,0.0969,uncertain,0.0969231115641195,0.0830622348492422,,
"Tactical Solutions (Northern) Ltd is a product-based organization with over 25 years of experience in product design, quality assurance standards, and system development. Originally a research and development company, Tactical Solutions has expanded to offer design and product solutions across a wide range of disciplines, with a focus on the security and law enforcement industries. Their diverse manufacturing and engineering skill base allows them to facilitate new and innovative solutions into the 21st century. The company's portfolio includes products in the security, law, and military sectors, as well as the construction industry and motor sport. Tactical Solutions is dedicated to the development of new and new products and services, with in-house engineering and design professionals and partners who have their own specific areas of expertise.","['Law Enforcement Products', 'ISO 9001 Certification', 'Anchor Points', 'Construction Products', 'Product-based Organization', 'Low-cost Cars', 'Research and Development', 'Product Development Services', 'Phone Boxes', 'Motor Sport Products', 'Quality Management System']",Manufacturing,Building Material Manufacturers,Prefabricated Metal Building and Component Manufacturing,Software Development Services; Business Development Services; Website Development Services,0.0888; 0.0884; 0.0878,uncertain,0.0887672804125642,0.0003986693753426,,
"Taizhou Huaro Imp. & Exp. Co., Ltd. is an exporting company that manages the export business for Zhejiang Yosun Plastic Technology Co.,Ltd., a professional manufacturer of layflat hose, PE hose, fire hose, and related accessories. The company has been in operation for over 25 years and is well-known for its brand ""Rain Hose"" in China and around the world. They offer a range of products including layflat pants, fire hoses, PE hoses and hose clamps, and more. Their hoses are known for their UV protection, good flexibility, and compliance with ROHS requirements.","['Plastic Products Manufacturing', 'Export Business', 'Fire Hoses Manufacturer', 'Rain Hoses', 'PE Hoses', 'Export Business Management', 'Layflat Hoses Manufacturer', 'Hose Clamps Manufacturer']",Manufacturing,Hose & Belts,Rubber and Plastics Hoses and Belting Manufacturing,Plastic Manufacturing,0.0880,uncertain,0.0880400002095977,0.0334835377215596,,
"Forest River, Inc. is a company that specializes in the manufacturing of recreational vehicles, specifically pop-up tent campers, travel trailers, fifth wheels, and park models. Founded in 1996 by Peter Liegl, the company is dedicated to helping people experience the joy of the outdoors by building better recreational vehicles. They prioritize customer satisfaction and strive to bring quality products within reach for recreation, transportation, and cargo hauling needs. The Wildwood X-Lite travel trailer, one of their products, offers a comfortable and convenient camping experience with features such as an electric refrigerator, a radio with a CD player, an attractive kitchen, and mini blinds for added privacy. The trailer is equipped with a one-piece, full walk-on seamless roof, pass-through storage for camping gear, a vinyl patio awning, and two exterior speakers. It also includes an optional camp kitchen and a 12' awned for shade and gathering space.","['Two Exterior Speakers', 'Pass-through Storage for Camping Gear', 'Mini Blinds', 'Extra-large Kitchen Cabinets', 'Custom Pop-up Tents Manufacturer', 'Radio/cd Player', 'Electric Refrigerator', 'Recreational Vehicles Manufacturer', 'Gorgeous Kitchen Backsplash', 'Park Models Manufacturer', 'Travel Trailers Sales Services', 'One-piece, Full Walk-on Seamless Roof', 'Fifth Wheels Manufacturer', 'Optional Camp Kitchen']",Manufacturing,"Motor Homes, Trailers & RVs - Dealers & Rentals",Travel Trailer and Camper Manufacturing,Travel Services,0.0875,uncertain,0.0874561241560816,0.0357275222957424,,
"2 de Octubre, Comunidad de Jubilados is a retirement community located in Buenos Aires, Argentina.","['Wheelchair Accessible Entrance', 'Elderly Care Services', 'Retirement Community', 'Disabilities Services']",Services,Senior Care and Assisted Living Facilities,Services for the Elderly and Persons with Disabilities,Animal Day Care Services,0.0865,uncertain,0.0864822782752049,0.0107329670981605,,
"南宫28 is a Chinese company that specializes in the production and sale of diesel generator sets, including the Manl16/24, Pc2-5/6, Manl32/40, and DK-20 series. They also offer emergency diesel generator units such as the LOT75 emergency diesel engine group. The company is known for its stable operation and high-quality products.","['Online Gaming Platform', 'Star Products', 'Online Application Development', 'PC2-5/6 Series Diesel Engines', 'DK-20 Series', 'Online Entertainment', 'Strategic Spare Parts', 'Line Maintenance Services']",Manufacturing,Engines,Turbine and Turbine Generator Set Units Manufacturing,Online Marketing Services,0.0836,uncertain,0.0836185932596643,0.0159404410120266,,
"Son of Pepe is a cryptocurrency that was launched without presale, LP locking, or contract, and is known as the offspring of the most popular memecoin ever. It was covertly launched and is a coin that belongs to the people forever, powered only by memetic force. The company's main function is to provide a platform for memecins to thrive.","['NFT Sneak Peek', 'Auditing Phase', 'Crypto Market Cap', 'Staking Pool', 'Cryptography Services', 'Community Building', 'Utilities Release Phase']",Services,Cryptocurrency,Securities and Commodity Exchanges,Community Engagement Services,0.0818,uncertain,0.0817905100075391,0.0141320128945851,,
"On the Fringe Leather LLC is a leather repair service located in Ormond Beach, Florida. They specialize in custom embroidery, patches, and sewing patches, as well as repairs and custom leather work. Their services include custom made patches, repairs to all leathers, sewing patches for chaps, vests, and accessories, and vest braiding. They offer a nice selection of hats and leather wear and are known for their top-notch, friendly service. Customers have praised their ability to complete patches perfectly while customers wait.","['Mens Chaps', 'Sewing Patches', 'Riding Accessories', 'Custom Chaps', 'Vest Accessories', 'Womens Halter Tops', 'Embroidery Services', 'Repair Services', 'Custom Patches Services', 'Braided Vests', 'Leather Jackets', 'Custom Leather Work Services']",Services,Shoe Shining & Repair,Footwear and Leather Goods Repair,Boiler Repair Services,0.0816,uncertain,0.0816357118994124,0.0551689226113609,,
"Shanxi Ribeck Medical Equipment Co., Ltd is a rehabilitation medical equipment enterprise that specializes in research and development, production, sales, and training. The company combines traditional rehabilitative medicine with modern technology to provide users with a first-hand experience of health and happiness through Rübeck products. They offer a range of rehabilitation products, including resistance rehabilitation series, air resistance recovery system, hydraulic rehabilitation series weight blocks, vibration suspension equipment, spinal reconstruction equipment, and more. The products are used by hospitals, institutions, disability associations, and communities in the rehabilitation field.","['Vacuum Cleaners Manufacturer', 'Pet Coolers Manufacturer', 'Manufacturing', 'Landscape Curtains Manufacturer', 'Smart Fridge Manufacturer']",Manufacturing,Medical Supply Manufacturers,Surgical Appliance and Supplies Manufacturing,Pet Food Manufacturing,0.0799,uncertain,0.0799320552380527,0.0244286664001144,,
"Dean for Congress is a political campaign for Dean Hrabcek, a conservative leader who is running for the U.S. House of Representatives in the Colorado Springs area. He is a proponent of limited government, limited government reform, and conservative fiscal policy. Hrabccek is running on a platform that prioritizes small business, small government, and small business. He believes that government should be accountable to the people and not big business. Hrbcek has been involved in various positions on Capitol Hill, including serving on the House Appropriations Committee and as a member of the House Natural Resources Committee.",[],Government,Courthouses,Legal Counsel and Prosecution,Legal Services,0.0795,uncertain,0.0795072494022793,0.0444125447001778,,
"TBS Office Solutions is a company based in Gardena, California, United States, specializing in copier repair services.","['Office & Supplies', 'Copier and Scanner Rental', 'Muratec Office Products', 'Fax Machines', 'Parts and Supplies Included', 'Inks And Toners', 'Konica Minolta Copiers', 'Digital Presses', 'Bubble Jet Facsimiles Rental Services', 'On-site Installation and Maintenance', 'Work Group Digital Copiers Rental', 'Kyocera Copiers']",Wholesale,Office Supplies,Office Equipment Merchant Wholesalers,Digital Marketing Services,0.0737,uncertain,0.0736676785016646,0.0194616226177456,,
"Cross Technology Inc. is a leading manufacturer of high-quality, low-cost, and flexible production molding solutions for the automotive industry. They offer a range of services including design, engineering, precision machining, custom machine assembly, wire harnessing assembly, product assembly, injection molding, and Nu-Tech heat shrink products. The company specializes in precision equipment and offers a complete, flexible, and intuitive solution for designing products from scratch through their Solidworks product development process. Cross Technology Inc.'s electronic harness layout boards test each conductor run as it is assembled, ensuring quality is their top priority.","['Injection Molding Services', 'Custom Assembly Services', 'Nu-tech Heat Shrink Products', 'Precision Machining', 'Wire Harness Assembly Services Provider', 'Printed Circuit Boards', 'Design and Engineering Services', 'Manufacturing', 'Engineering Services', 'Mold Making', 'Machine Shop Services', 'Electromechanical Specialties', 'Built-in Control Box', 'Assembly Work Services Supplier', 'Design Services', 'Assembly Services for Automotive Components']",Manufacturing,Machinery parts manufacturer,Precision Turned Product Manufacturing,Interior Design Services,0.0730,uncertain,0.0729823064155457,0.0014430139422518,,
"Yulong Ruijing Forestry Technology Group Co., Ltd is a private enterprise that specializes in forest resources cultivation, forest production operations, forest scientific research, under-wood economic development, forest ecotourism, forest carbon sink operation, and the development of forest industry. The company's subsidiary holding companies are Lijiang Jiaosheng Composite Material Co.,Ltd. and the five enterprises of Ri Jiang Le Ren Agricultural Forestry Products Company, Lij Xiang Xingshui Resources Renewal Technology Corporation, Yulong Recon Chinese Herbal Medicine Technological Co., LTD, and Jurong Selected Preferred Soil Specialty Product Co., Inc. The group's core concept is to adhere to green development ideas, develop the forest-green industry, guide the market for green consumption, cultivate corporate green culture, and promote harmonious business sustained healthy growth.","['Woodland Tourism', 'Scientific Research', 'Forest Cultivation', 'Forestry', 'Safety Production Work Deployment', 'Economic Development', 'Forest Carbon Sinks', 'Forest Fire Prevention', 'Diversified Enterprise']",Manufacturing,Timber & Wood Products,Timber Tract Operations,Timber Harvesting Operations,0.0707,uncertain,0.0707248343517458,0.0155604346135464,,
The NYSE-listed gold company is focused on unlocking shareholder value through steady flow of news updates. The CEO promises to deliver all relevant information to shareholders in their inbox.,"['Gold Mining Company', 'Gold Production', 'Shareholder Value Creation']",Manufacturing,"Minerals, Earths & Ores",Gold Ore and Silver Ore Mining,Content Creation Services,0.0699,uncertain,0.069853621197142,0.0054857661353695,,
"Sieve Shakers by Testing Systems Inc. is a company that produces sieve shakers with a unique oscillating and tapping action. Their products, including the Oscillatap Sieve Shaker and the 4330 Large Economy Sieve Saker, meet ASTM C136 specifications and can be used with various types of sieves, such as 8"", 10"", and 12"" sieves. The large economy sieve saker can handle up to eleven 8"" sievers, seven 10"" sighters, seven 12"" full-height sieves and nineteen half-height 8"" or 12"" half-length sieves with a 1/3 hp motor and a 30-minute timer.",['Distribution'],Manufacturing,Laboratory Equipment & Supplies,Other Measuring and Controlling Device Manufacturing,Laboratory Services,0.0685,uncertain,0.0685235487346336,0.0452347182514933,,
"The Gen-Next Automotive Promotion Center is a Japanese company that aims to promote the development and implementation of environmentally and energy-efficient vehicles. They offer support for the introduction of CEVs, external power supplies, charging equipment for EVs and PHVs, and hydrogen stations. The company provides grant information, charging infrastructure repair services, and assistance with the installation of hydrogen stations in cities. They also offer information on the basic knowledge of Gen-next automobiles and promote the introduction and expansion of EV and PHV charging facilities. The Gen-New Automotive Promotional Center is committed to promoting the development of environmentally-friendly and energy efficient vehicles.","['Ev Charging Infrastructure', 'Wind Energy Systems', 'Solar Energy Systems', 'EV and PHV Charging Equipment', 'Battery Storage Systems', 'Renewable Energy Initiatives']",Services,Chiropractors,Offices of Chiropractors,Infrastructure Excavation,0.0670,uncertain,0.0670292679196617,0.0311568564896972,,
"Geisha Palace Landscape Scenic Palace Landsculpture Stone Art Team is a Chinese company that specializes in the manufacturing of artificial rock fake mountain caves, cement reliefs, sculptures, false waterfall flowing water paintings, faux hills, tree imitation wooden railing, sculptures and paintings, and plastic stone fake mountain construction process. The company's products are designed to depict ambitious landscape architecture sculpture stone false mountain, which can create an aspirational artistic image of a major and powerful rock scenery eruption, especially to represent a huge gemstone that is difficult to mine or pile up. Geisha Palace's artificial mountain making technique is more compatible with modern buildings and can be used to create a house garden fake mountain, a traditional Chinese Qingshan green water landscape phenomenon with three major elements: green plants, engineering architecture, and green water.","['Excellent After-sales Service', 'Technological Innovation', 'Relief Sculptures Manufacturer', 'Technical Support', 'Painted Art Imitation Wood Manufacturer', 'Faux Indoor Tree Manufacturer', 'Landscape Sculptures Manufacturer', 'Natural Stone Manufacturing', 'False Waterfall Flowing Water Paint Manufacturer']",Manufacturing,"Marble, Granite & Stone Products",Cut Stone and Stone Product Manufacturing,Wood Product Manufacturing,0.0643,uncertain,0.0642841188231999,0.0047654075454666,,
"Adeline Bodard Maraîchère Bio is a farm located in Melleroy, France, in the Amapp des 4 Saisons region. The farm produces a variety of seasonal vegetables, including tomatoes, cucumbers, cucappas, aubergines, peppers, green beans, and strawberries. The market offers a range of products from local producers, such as vegetables, jams, jams and jellies, milks, chocolates, teas, coffees, cakes, cheeses, goat cheese, bedding cosmetics, pet grooming, wood and fabric creations, and jewelry. Visitors can also enjoy a garden visit at 11 am.","['Organic Cheeses', 'Confections and Sorbets', 'Organic Vegetables', 'Organic Honey', 'Organic Wood Construction', 'Organic Cosmetics', 'Organic Pasta', 'Organic Products', 'Organic-quality Fabric Creations', 'Organic Coffee', 'Organic Jewelry']",Manufacturing,Farms & Agriculture Production,Berry (except Strawberry) Farming,Coffee Processing Services,0.0636,uncertain,0.0635510828483462,0.0214137680194253,,
"Shenzhen Xinyi Automobile Co., Ltd. is a Chinese company that specializes in the sale of various types of vehicles, including watercraft, garbage trucks, vacuum trucks, garbage trailers, oil tankers, aerial work trucks, high-pressure cleaning trucks, fire trucks, forklift trucks, concrete mixer trucks, chemical liquid transport trucks, road trucks, refrigerated trucks, and automotive accessories. The company also offers a wide range of second-hand vehicles and accessories. They have a self-exporting capability and their products are popular in both domestic and international markets, with a focus on Northeast China.","['Manufactured High-pressure Washers', 'Chemical Conveyors', 'Road Trucks', 'After-sales Service', 'Fire Trucks Manufacturer', 'Concrete Batching Trucks Manufacturer', 'Scrubber Driers Manufacturer', 'Water Trucks Manufacturer', 'Telescopic Handlers Manufacturer']",Manufacturing,Automobile Dealers & Manufacturers,Heavy Duty Truck Manufacturing,Chemical Manufacturing,0.0633,uncertain,0.0633147660767049,0.0207070904117008,,
"Suez Cement - السويس للاسمنت is a company based in Suez, Egypt, specializing in the manufacturing and supply of cement and building materials.","['Cement Manufacturing', 'C Manufacturer', 'Industrial Development', 'Green Electricity Generation', 'Cement Supplier for Construction Industry', 'Non-renewable Resources', 'Sports Club', 'Ready-mix Concrete Production', 'Quality of Life Improvement', 'Sales Network', 'C Manufacturer of Cement', 'Construction Materials Manufacturing', 'Cement-based Construction Materials Manufacturer', 'Building Materials']",Manufacturing,Asphalt & Paving Products,Cement Manufacturing,Commercial Driveway Construction,0.0623,uncertain,0.0623136256321601,0.0015914403975987,,
"The company is a provider of high-end manufacturing solutions for titanium and titanium alloy special materials, parts, and lightweight general-purpose solutions. They focus on the development of titanium and metal alloys and provide comprehensive solutions for customers' core needs in lightweight, reliability, wear resistance, and protection. The company has a good development track record and has attracted several investment institutions and government industrial finance investments, bringing in a wide range of development opportunities. They have established partnerships with several well-known companies in the industry, including Zhongshan Zhonghe Zhongfengdao Metallurgy Equipment Manufacturing Co., Ltd., Wenzhou and Wenzhong Tianyuan Titanium Industry Co., LTD., Zhongde Titanium Mountain (Wenzhou) Technology Development Co., Limited, and Wenhua Shenyang Fire Protection Technology Co., (Zhongshuang Research Institute) among others.","['Research Institution', 'High-tech Manufacturing', 'Precision Components', 'Research and Development', 'Metal Products Manufacturer', 'Defense Light Weight Solutions', 'Maintenance Solutions', 'Light Weight Solutions for Durability Applications', 'Lightweight Functional Solutions Provider']",Manufacturing,Scrap Metals,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Market Research Services,0.0614,uncertain,0.0613800374110506,0.0059545533020127,,
