description,business_tags,sector,category,niche,insurance_label,insurance_label_scores,pred_status,top1_score,gap_top1_top2,human_ok,notes
Valiant Artificial Lift Solutions is a global company that specializes in providing technologies and services for oil and gas production.,"['Oilfield System Integration', 'Oilfield Service Provider', 'Oilfield Equipment Maintenance', 'Production Optimization Solutions', 'Energy Sector Services', 'Well Performance Improvement', 'Oilfield Engineering Expertise', 'Well Downtime Reduction', 'Oil Production Engineering', 'Artificial Lift Systems', 'Lift System Reliability', 'Energy Production Support', 'Lift System Installation', 'Production Challenge Solutions']",Manufacturing,Heavy Construction Equipment,Support Activities for Oil and Gas Operations,Oil and Fat Manufacturing,0.1103,confident,0.1103329414198332,0.0204221831356515,,
"Schömai Christoph Schöttler Maschinenfabrik GmbH is a German company that specializes in the production of tunnel locomotives, shunting locomotiven, narrow gauge locomotiv, second-hand locomotive, and special vehicles. The company offers individual, customized design of locomotifs for each project and comprehensive repair and maintenance programs to ensure the proper functioning of the locomotiver over a long period. Schömu also provides comprehensive and effective training for operators to ensure high-quality service and maintenance. The locomotivo is designed to operate in the daily service of a railway station and is capable of performing its functions. The trainers are able to learn how to operate the locomotive safely, perform regular maintenance work, and eliminate simple faults. Schuma Christoph is known for developing the cardan drive, which is still used in principle on all modern diesel locomotivas.","['Track Inspection Vehicles', 'Locomotive Spare Parts', 'Custom Locomotive Solutions', 'Rail Vehicle Manufacturing', 'Rail Transport Solutions', 'Maintenance Services for Locomotives', 'Mining Locomotives', 'Shunting Locomotives', 'Diesel Locomotive Construction', 'Tunnel Construction Locomotives']",Services,Railroad Service Companies,Railroad Rolling Stock Manufacturing,Well Maintenance Services,0.1091,confident,0.1091241562461923,0.0467449923140605,,
Perla Torta Patisserie & Cafe is a bakery and cafe that specializes in pastries. They offer a variety of cakes and pastries for customers to enjoy.,"['Food and Beverage', 'Dining Experience', 'Pastry Shop']",Retail,Bakeries & Desserts,Baked Goods Retailers,Bakery Production Services,0.1047,confident,0.1046762094255268,0.0710306238075627,,
"MarkSall Demolition Ltd is a company based in Gravesend, England, specializing in demolition services.","['Site Preparation Contractor', 'Demolition Contractors']",Services,"Excavation, Bulldozing & Demolition",Site Preparation Contractors,Infrastructure Excavation; Excavation Services,0.1036; 0.0916,confident,0.1035512706707137,0.0119161894292519,,
"The AV Systems Integration company is headquartered in Bangalore and specializes in providing solutions for Corporate, Education, Government, Research Labs, Space Departments, and PSU. They have a distinctive market approach and classify businesses into three verticals: AV Solutions, Experience Center, and Advanced Visualization. The AV Solutions vertical caters to various AV requirements for boardrooms, conference rooms, training rooms, digital classrooms, huddle spaces, auditoriums, town halls, video conferences, and collaboration spaces. They also specialize in designing and setting up customer experience centers, working closely with clients to understand their business needs and devise AV solutions, lighting, and other environmental factors for proper engagement during walk-thrus. Additionally, they design and set-up simulators, 3D studios, post-production studios, and virtual reality centers for advanced visualization.","['Audiovisual Consulting Services', 'Interactive Visualization Services', 'Display Media Integration', 'Audio Visual', '3D Studios Design and Installation', 'Experience Centers Design', 'Virtual Reality Centers Design and Implementation', 'Audio Visual Systems Integrator', 'High-end Control Panels', 'Corporate AV Solutions', 'Consultative Approach to System Design', 'Design of Simulators', 'Consultation on AV Solutions', 'Software Development Services', 'Audio Visual Equipment Supplier', 'System Design & Installation', 'Service Provider', 'Post Productions Studios Design', 'Consulting Services', 'Audiovisual Integrator']",Services,"Alarms, Surveillance & Security Systems",All Other Business Support Services,Consulting Services,0.1017,confident,0.1017305735940498,0.0252056771935666,,
"The Chiba Startup Finance Center is a business consulting firm located in Chiba, Japan that provides support for start-up financing applications. They offer a range of services, including business plan creation, financing consultation, and company establishment representation. They also provide support for government-backed and unsecured financing from the Japan Government Finance Branch. The firm is run by a certified accountant and is a member of the Japan Association of Tax Accountants and Tax Accountant and Tax Law Office. They aim to provide comprehensive support to their clients in all aspects of start-ups financing.","['Business Planning Services', 'Pre-incorporation Approvals', 'Start-up Assistance', 'Business Incubator', 'Financing & Loans', 'Consulting Services']",Services,Loans & Financing,Sales Financing,Consulting Services,0.1001,confident,0.1001417213812386,0.0451675304578301,,
"SciTech Central is a research institute located in Walnut, California, United States.","['Creative Commons License', 'National and International Journals', 'Expertise Enhancement', 'Publishing Research', 'Literature Provision', 'Open Access Publishing', 'Awareness Raising', 'Knowledge Dissemination', 'Open Accessible Science and Medicine', 'Awareness Creation', 'Manuscript Preparation', 'Science, Technology, and Medicine Open-access Content', 'Literature Supply to The Developing World', 'Open Access to Scientific Research', 'Quantum to Research Approach', 'Data Distribution']",Services,Newspapers & Magazines,Periodical Publishers,Publishing Services,0.0994,uncertain,0.0994402050625343,0.0275256806442237,,
"Sanitary Extension Oasis, also known as Al-Qannas Sanitary Ware Company (Abdullah Al-Zannas & Brothers Group), is a company that specializes in providing a wide range of sanitary ware and construction tools for various needs. They offer a comprehensive selection of products including bathroom cabinets, toilets, sinks, water mixers, shower boxes, bathroom accessories, jacuzzis, bathtubs, door handles, water pumps, water drains, mirrors, swimming pool supplies, outdoor furniture, water filters, and central heating. In addition to these products, the company also sells tools used in maintaining water connections, central heating, and installing bathrooms, kitchens, and sanitaryware, as well as building materials and hardware. They are located in Amman, Jordan.","['In-store Shopping', 'Hardware Store', 'Accessible Bathrooms', 'Handtools', 'Water Mixers', 'Bathroom Cabinets', 'Bath Sets', 'Door Handles', 'Construction Tools', 'Hardware Products', 'Water Filter', 'Repair Services', 'Water Pumps', 'Mirror Fixtures Supplier', 'Outdoor Furnitures', 'Same Day Delivery', 'Shower Boxes', 'Toilet Fixtures', 'Curbside Pickup', 'Assembly and Service', 'Seating Options', 'Water Drains', 'Pool Supplies', 'Central Heating', 'Sink Fixtures Retailer', 'Unisex Toilets', 'Parking', 'Sanitary Wares', 'Jacuzzi Tubs', 'Wheelchair Accessible Entrance']",Wholesale,Industrial Air Solutions,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,Water Treatment Services,0.0990,uncertain,0.0989716898200125,0.0157101188119699,,
"Attestation Centre is a company based in the United Arab Emirates that provides attestation services to both Indians and foreigners. They offer a range of services including certificate attestation, legal translation, apostille services, family visa services, business setup, and sponsorship services. The company has a team of highly trained and dependable personnel who can meet all of their clients' needs for PRO services, Business Setups, and Certificate Attestations. They are a trusted provider of attestation and document clearing services in the UAE.","['Family Visa Services', 'Business Setup Services', 'Apostille Services', 'Documents Clearing', 'Sponsorship Services', 'Legal Translation Services', 'Certificate Attestation Services']",Services,Notaries,Offices of Notaries,Legal Services,0.0989,uncertain,0.0988550764363654,0.0387980871953574,,
"Borda Mais is a Spanish company that specializes in personalized textile embroidery services. They offer a wide range of embroideries for both individuals and businesses, with a focus on providing high-quality and durable products. With over 30 years of experience in the industry, Borda Maís prides itself on its attention to detail and customer satisfaction. They have a large number of ""multicabezales"" machines to handle large embroidering productions and offer a complete advisory service to ensure the best results for their clients. Borda mais is known for its innovative approach and commitment to providing superior quality finishes for all their customers.","['Embellishment Techniques', 'Personalization Services', 'Logo and Letter Visibility Enhancement', 'High-quality Finishes', 'Textile Printing and Embroidery Services', 'Multibrand Embellishing Machines', 'Durable Embellished Products', 'Quality Materials Selection', 'Personalized Textile Embellishments']",Manufacturing,Fabric-Based Home Goods,Narrow Fabric Mills and Schiffli Machine Embroidery,Textile Manufacturing Services,0.0988,uncertain,0.0988081434001391,0.0587861201876188,,
"The company specializes in the production and sale of high-quality tropical fruits, including mangoes, lychees, and lychee fruits. They offer a variety of fruit-based products, such as hot apple juice, which can be purchased online and in-store. The company provides a range of services, including full-service hot line and online customer support. They also offer a shop experience for customers to purchase their products. The products are categorized by fruit type and level of fruit, and the company has a store area for customers. The lychene fruit is grown in a high-altitude region and is known for its high-value-added qualities. The fruit is sold in various sizes, including six, five, and four-piece, and is popular among customers.","['Warehousing Logistics', 'Retail Store Management Services', 'Research and Education Services', 'Fruit Cultivation Services', 'Brand Operation Services', 'Strawberry Cultivation and Distribution Services', 'Grading Services', 'Research and Development', 'Display Marketing Services', 'Technology Company', 'Structural Improvement Services', 'Loan Services', 'Information Technology Services']",Manufacturing,Fruit & Vegetable - Markets & Stores,"Frozen Fruit, Juice, and Vegetable Manufacturing",Marketing Services; Online Marketing Services,0.0941; 0.0803,uncertain,0.0940930188505851,0.0137443412434833,,
"The Voice of Women in the Development of Agriculture (Vowda) is a global center of excellence for gender-responsive research in agriculture, food, and nutrition security for Nigeria and Sub-Saharan Africa. Their mission is to transform agriculture through science, technology, and innovation to ensure world food security and economic prosperity by bridging the gap between agricultural scientists and rural farmers, particularly women. VOWDA aims to fight hunger and poverty in Nigeria and sub-Saharan African through women professionals involved in agricultural research and contribute to the growth of the agricultural sector through research, technology transfer, and utilization of agricultural innovations. They provide technical expertise to rural women at the grassroots level to improve farm yield and food production, organize women farmers as change agents of sustainable agricultural development in their communities, and link agribusiness to marketing of farm products. Vowda advocates for gender awareness, agricultural resource distribution, and mentoring and career guidance.","['Gender Advocacy and Awareness', 'Career Mentoring', 'Sustainable Agriculture', 'Programs and Fellowship', 'Agricultural Distribution', 'Gender-responsive Research', 'Technical Training for Rural Women', 'Marketing Solutions for Agribusiness']",Manufacturing,Farms & Agriculture Production,Farm Labor Contractors and Crew Leaders,Agricultural Equipment Services; Agricultural Machinery Installation,0.0933; 0.0818,uncertain,0.0933375466426921,0.0115842544467285,,
"The Mere Library is a library located in Warminster, England, United Kingdom.","['Non-profit Organization', 'Accessibility Services', 'Library Services', 'Access to Resources', 'Wheelchair Accessible Entrance']",Services,Libraries,Libraries and Archives,Non-Profit Management,0.0914,uncertain,0.0914171446835188,0.0482756286979942,,
"Goods 4 Good is an Australian-based company that offers a range of ethical gifts sourced from social enterprises across the country. The company's mission is to work exclusively with social businesses that are committed to making a positive impact on communities in need. Goods 4 Good aims to change the way people think about business by providing a selection of great products that are kind to the planet, its people, and helping mental health charities in Australia through research, helplines, and support resources. The founder, Nandeeta Maharaj, is passionate about supporting ethical and sustainable businesses and offers free shipping on orders over $120 within Australia. Goods4Goods4 is committed to helping charities take care of animals and reduce carbon emissions through ethical sourcing.","['Cake Pops', 'Tea Bags', 'Chocolate Chips', 'Ethical Gifts', 'Online Marketplace', 'Social Enterprise', 'Social Enterprise Products', 'Coffee Makers', 'Online Retail', 'Social Enterprise Support', 'Beverages', 'Charitable Organization', 'Australian Social Enterprises', 'Ice Cream', 'Bottled Water']",Retail,Gift Shops,"Gift, Novelty, and Souvenir Retailers",Social Media Services,0.0898,uncertain,0.0898257088984836,0.0525420694432131,,
"Principled Chiropractic is a healthcare provider located in Lawrenceburg, Indiana, United States. The practice specializes in chiropractic care and family practice medicine.","['Headache and Migraine Chiropractor', 'Health and Wellness Services', 'Sciatica Chiropodists', 'Pregnancy Chiropody', 'Personalized Treatment Plans', 'Chiropractic Care Services']",Services,Chiropractors,Offices of Chiropractors,Animal Day Care Services,0.0884,uncertain,0.0884475382769653,0.0380380996120316,,
"The Prefeitura de São José do Rio Claro is the official website of the Prefecture of Matro Grosso, located in the state of Minas Gerais, Brazil.","['Governmental Organization', 'Public Administration Services', 'Public Safety', 'Public Services Provider']",Government,"Executive, Legislative & Government Institutions",Legislative Bodies,Public Relations Services,0.0823,uncertain,0.0822586590061955,0.0387279816081956,,
"VorTyr Tech is a computer building and repair company based in Oakengates, Telford. They offer fast and reliable computer services for both personal and business needs, including hardware and software repairs, virus and malware removal, data recovery, and custom computer building services. Their team of expert technicians is equipped to handle a wide range of problems and uses advanced diagnostic tools and techniques to identify the root cause of the problem. VorTyr tech takes the time to understand their clients' business operations and provides clear explanations and options for repairing or building their computer systems.","['Software Installation and Configuration', 'Malware Removal', 'Hardware and Software Repairs', 'Custom PC Building Services', 'Data Recovery']",Services,Tech Companies,Other Computer Related Services,Software Development Services,0.0803,uncertain,0.080308856697988,0.0165749115517216,,
"Yubao Steel Mesh Factory is a Chinese company that specializes in the production of various types of steel mesh nets, including aluminum, stainless steel, and microhole mesh nets. The company has a range of equipment, including mesh cutting machines and auxiliary leveling equipment, which allows them to independently complete all production processes for their products. They offer a variety of mesh nets for different purposes, such as architectural, construction, and protection nets, as well as heavy-duty and medium-duty nets. Yubao Mesh Factory prides itself on providing high-quality products and services to its customers.","['Customization Services for Wire Roping', 'Aluminum Wire Ropes', 'Helical Anchors', 'Assembly Services', 'Custom Machining Services', 'Cut-to-size Services', 'Stainless Steel Wire Rope', 'Wire Cutting Machine', 'Production']",Manufacturing,Stainless Steel Products,Steel Wire Drawing,Rope Production Services,0.0789,uncertain,0.0789303492643813,0.0001307107733103,,
"Kokkari is a small charming former fishing village located on the green island of Samos in Greece. It is an authentic and cozy fishing village with fantastic beaches at the foot of the Ambelosmountains. The village has a coastal street with several hotels and apartments, as well as many small and narrow streets typical of Samnos. Kokkari offers many restaurants and bars, most of which have a lovely terrace on the beach to enjoy a drink or meal while watching the sea. Along the main street, there are supermarkets and a variety of shops that sell gifts, clothes, pottery. The quality of food in many of the taverns/restaurants is outstanding and prices are very reasonable. Kokcari is also a quiet place to stay with a cozy and charming atmosphere during the day and evenings.","['Ambelosmountains Exploration', 'Beach Access', 'Accommodation Services', 'Fishing Village', 'Tourism Services', 'Travel Agencies']",Services,Resorts,Casino Hotels,Street Cleaning Operations,0.0788,uncertain,0.07876327658222,0.0035897766114345,,
"Sichuan Xingda Metal Products Co., Ltd. is a Chinese company that specializes in the production and research and development of various types of wheelbarrows, including wheelbarrow accessories, slide-out wheelbarrells, mobile wheelbarrews, vertical lifts, and steel racks. The company's products are made with high-quality steel tubes and equipped with professional mechanical equipment to ensure strength and durability. XingDa Metal Products is committed to meeting international quality standards from raw material procurement to finished goods sales and after-sales service.","['Spring Nuts Manufacturer', 'Metal Supports Manufacturer', 'Wire Rope Manufacturer', 'Cable Ties', 'Cable Glands']",Manufacturing,Metal Fabrication Services,Custom Roll Forming,Rope Production Services,0.0784,uncertain,0.0784211029159289,0.0143701986901001,,
"Bathroom Remodeling Experts is a renowned bathroom remodeling company located in Brooklyn, NY. They specialize in providing exceptional bathroom renovation services to their clients. With a team of skilled professionals, they offer a wide range of services, from simple bathroom updates to complete remodels, aimed at improving the functionality and aesthetic appeal of any bathroom. Their focus on attention to detail and customer satisfaction has earned them a top spot among the best bathroom remodel companies in Brooklyn. The timeline for a bathroom remodels in Brooklyn can vary depending on the size and scope of the project, as well as factors such as permits and material availability. Popular design trends for bathroom remodays in Brooklyn include using natural materials like stone or wood, incorporating bold colors or patterns, and installing high-tech features like smart mirrors or heated floors. It is important to choose a contractor who is licensed and insured, has experience with similar projects, and can provide references from previous clients.","['Kitchen & Bathrooms', 'Building Renovations', 'New Fixtures', 'Bathroom Technology', 'Plumbing, Electrical, and Carpentry Work', 'Licensed Contractor', 'Touchless Faucets', 'Custom Tile Works']",Services,Home Builders & Renovation Contractors,Residential Remodelers,Apartment Renovation Services,0.0783,uncertain,0.0782834087991097,0.0118080258076447,,
"Tactical Solutions (Northern) Ltd is a product-based organization with over 25 years of experience in product design, quality assurance standards, and system development. Originally a research and development company, Tactical Solutions has expanded to offer design and product solutions across a wide range of disciplines, with a focus on the security and law enforcement industries. Their diverse manufacturing and engineering skill base allows them to facilitate new and innovative solutions into the 21st century. The company's portfolio includes products in the security, law, and military sectors, as well as the construction industry and motor sport. Tactical Solutions is dedicated to the development of new and new products and services, with in-house engineering and design professionals and partners who have their own specific areas of expertise.","['Law Enforcement Products', 'ISO 9001 Certification', 'Anchor Points', 'Construction Products', 'Product-based Organization', 'Low-cost Cars', 'Research and Development', 'Product Development Services', 'Phone Boxes', 'Motor Sport Products', 'Quality Management System']",Manufacturing,Building Material Manufacturers,Prefabricated Metal Building and Component Manufacturing,Software Development Services,0.0760,uncertain,0.0759852796786876,0.0032147554686541,,
"The Le Manee French Bulldog is a children's camp located in Bang Pla Ma, Suphan Buri Province, Thailand.","['Childrens Camp Activities', 'Recreational and Vacation Camps']",Services,Sporting & Recreational Camps,Recreational and Vacation Camps (except Campgrounds),Children's Clothing Manufacturing,0.0753,uncertain,0.0753032803392112,0.0700393291013535,,
"Dv-Tco is a company that specializes in vehicle registration and licensing. They offer services related to vehicle registration, licensing, and registration renewal. Their services include registration for cars, motorcycles, and commercial vehicles, as well as registration for motorcycles and commercial trucks. They also provide registration services for motorcycles, commercial vehicles and trucks, commercial trucks and trailers, and special vehicles. DV-TCOs aim to register vehicles according to current regulations and modifications, as required by the law. They have a team of experienced professionals who handle the registration and license renewal process for vehicles.","['Registration & Renewal', 'Towing Service', 'Vehicle Registration Services', 'Financial Services', 'Automotive Repair and Maintenance Services', 'Vehicle Financing', 'DV-TCO', 'Carbonnet']",Services,Car Rental,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),Financial Services,0.0750,uncertain,0.0749956070823482,0.001752554256205,,
"Mahomet Small Engine is a locally owned business located in Mahomet, Illinois that specializes in small engine repair, tune-ups, and parts replacement. They also sell and service Stihl handheld power equipment, small engine supplies, and BBQ spices and rubs. With over 40 years of experience, Jamie and his staff offer a wide range of services, including chainsaw and mower blade sharpening, and pride themselves on serving Mahomet and the surrounding communities.","['Small Engine Repair Services', 'Lawn Mower Blade Sharpening Services', 'Parts Replacement Services', 'Lawn Equipment Rental Services', 'Tune-up Services', 'STL Handheld Power Equipment Sales']",Services,Appliance Repair & Maintenance,Home and Garden Equipment Repair and Maintenance,Boiler Repair Services,0.0730,uncertain,0.0730213248948337,0.0114157773769628,,
"Flottweg Separation Technology, Inc. is a family-owned company that specializes in the development and production of industrial centrifuges, belt presses, and systems for solid and liquid separation. The company has a state-of-the-art production facility and over 1200 employees worldwide, with headquarters in Vilsbiburg, Germany. Flottweegroup, a subsidiary of FlottWeg Separations Technology, is responsible for the sale and service of centrifuge in the United States, Canada, and Brazil. Flotweg France, based in France, provides sales and customer service for the company's industrial centrifuge systems, while Flott Weg Poland, based outside Poland, offers high-quality service for centrifugespers and plants in Poland.","['Solid-liquid Separation', 'Mechanical Engineering', 'Sedimentation Technology', 'System Components Supply', 'Separation Solutions', 'Industrial Centrifuges', 'Custom Engineering Solutions', 'After-sales Service', 'Wastewater Treatment Systems', 'Belt Presses', 'Decanter Centrifuges', 'Process Engineering Services', 'Sludge Dewatering', 'Centrifuge Maintenance', 'Separation Technology']",Manufacturing,Industrial Machinery & Supplies,Conveyor and Conveying Equipment Manufacturing,Industrial Machinery Installation,0.0723,uncertain,0.0722947059348364,0.0140773801889469,,
"Patriziato di Cadenazzo is a company that owns 400,000m2 of forests in the ""Cascine Maffé"" area, into Alpe Cuscio and the plantation and the sides of the Pianturina river. The company has sold land in the area and built valuable buildings over the years. The current coat of arms of the company includes a crenellated tower and five stars representing the current patrician families.","['Land Ownership', 'Educational Development Services', 'Cemetery and School Development', 'Plantations Owner Services', 'Administrative Building Ownership', 'Private Forest Ownership']",Services,Pet Cemeteries,Cemeteries and Crematories,Software Development Services,0.0705,uncertain,0.0705114322753914,0.0029831700754209,,
"Die Achtung Kulturverein is a cultural association based in Vienna, Austria. The organization aims to promote a culture revolution in the city by offering a fusion of good food and innovative ideas. The association operates under the name ""Verein dieAchtung.""","['Cultural Organization', 'Cultural Promotion', 'Cultural Revolution', 'Fusion Kitchen on Wienerisch']",Non Profit,Food & Beverage Associations,Professional Organizations,Non-Profit Management,0.0685,uncertain,0.0684800048771689,0.0305688923237908,,
Jade's Ironing Service is a Foreign Exchange Students Organization located in Hook Norton. The company's main function is to provide assistance to students who are looking to study abroad. No further information about the company is provided.,"['Non-profit Organization', 'Foreign Exchange Student Services', 'Ironing Services for Foreign Exchange Students']",Services,Dry Cleaners,Linen Supply,Non-Profit Management,0.0648,uncertain,0.0647561390014943,0.050956257958506,,
"Mooipoort Golf Course is a multifaceted establishment located in Pretoria, Gauteng, South Africa. It functions as a golf course, bar, function room facility, restaurant, and wedding venue.","['Function Rooms', 'Golf Course Management Services', 'Clubhouse Amenities', 'Wedding Venue Services', 'Handicap Accessibility', 'Bar Services', 'Local Rules', 'Sports and Recreation Club', 'Online Service Booking', 'Hospitality Services']",Services,Golf Courses & Country Clubs,Golf Courses and Country Clubs,Sports Management Services,0.0623,uncertain,0.0622783528235418,0.0110465313603764,,
"ProfSale is a Ukrainian company that specializes in the production and sale of various types of tapes, including latex, PVC, PVC2, and PVC2 latex tapes. They offer a wide range of tapes in different thicknesses, colors, and functions. The company provides a variety of tapes for different applications, such as medical, industrial, and household use. ProfSale offers a large selection of tapes from well-known brands, including P&H tapes, which are available in different sizes and materials. They also offer tapes for specific purposes, such are used for medical and industrial purposes. ProfSalel, a subsidiary of ProfSALE, is a reliable supplier of tapes throughout Russia.","['Custom-made Profiles', 'Customization Services', 'Real Estate Tapes Supplier', 'Convenience Store Supplier', 'Customized Profiles for Convenience Stores']",Manufacturing,Fabric-Based Home Goods,Fabric Coating Mills,Real Estate Services,0.0615,uncertain,0.0615453604361581,0.0361699979896476,,
"Adorn Nail Studio LLC is a nail salon located in Kingsport, Tennessee, United States. The establishment offers various services related to nail care and beauty treatments.","['Personal Care Services', 'Small Embellishments', 'Beauty Treatments', 'Arch Rival Nails Dynamic Duo', 'Pre-designed Decals', 'Hand Painted Designs', 'Re-cover Gel/revital Powder Manicure', 'Hair and Nail Salon Services', 'Nail Salon', 'Fill-in Nail Enhancements', 'Gel Extensions']",Services,Beauty Salons,Nail Salons,Animal Day Care Services,0.0612,uncertain,0.0612070005977667,0.047693604428751,,
"RedVerg is a leading brand in the tools and equipment market, offering a wide range of products such as air compressors, electric tools, stands, compressors and blowers, vacuum products, warehouse-store tools and hardware, glass equipment, and more. The company has been in operation for over 30 years and is known for providing high-quality products at competitive prices. RedVerg's product line includes air compressor spare parts, spare parts for air compress compressors of various brands, vacuum pumps, vacuum cleaners, multi-purpose tools, dryers, construction equipment, blowers and vacuum cleaners. The brand is also known for its Unimax 18/36 air compressor spare parts.","['Construction Equipment Supplier', 'Switching Devices', 'Electric Panels', 'Electrical Equipment Supplier', 'Multi-tools Manufacturer', 'Circuit Breakers', 'Electrical Switches', 'Solar Energy Equipment Supplier', 'Hardware Tools Supplier', 'Lighting Fixtures', 'Gardening Tools and Equipment Supplier', 'Outdoor Products']",Manufacturing,Industrial Air Solutions,Air and Gas Compressor Manufacturing,Electric Line Construction,0.0606,uncertain,0.0605906442205945,0.0064537552018411,,
"National Distribution is a company that specializes in providing supply chain, warehousing, and logistics management solutions. They offer a range of services including outsourced warehouse, dedicated warehouse, shared warehouse, distribution, and managed warehouse services. The company aims to provide cost-effective solutions to businesses that require warehouse space, distribution services, or increased seasonal storage. National Distribution works closely with their clients to find the best warehousing and distribution solution to suit their specific needs, managing and overseeing all aspects of the warehousing process. They have designed a specialized Warehouse Management System (WMS) that allows clients to access stock quantities and 24/7 from anywhere in the world with an internet connection. The advantages of outsourcing to National Distribution include reduced costs for fulfillment, kitting, pick and pack, and palletizing.","['Seasonal Storage', 'Supply Chain Management', 'Warehousing and Distribution Services', 'Distribution Services', 'Vehicle Offloading', 'Order Picking and Packing', 'Warehouse Management System']",Services,Warehousing & Storage,General Warehousing and Storage,Septic System Services,0.0579,uncertain,0.0578869149738985,0.0040301177061735,,
"Delta Botanik is an international trading company based in Istanbul, Turkey. They specialize in the trade of natural rubber, copra, palm oil, cocoa, coffee, tropical fruits, plant juices, spices, and similar food products, with a focus on human health and environmentally friendly options. They also trade in high-energy source charcoal and sawdust plywood for the furniture industry, as well as inorganic fertilizers for their farmers. With a team of experienced professionals, Delta Botanic sources products as needed and continues to expand their international trade. They have successfully exported their products to European, African, and Turkish countries from Mersin, Turkey, and are open to expanding further.","['Coffee Products', 'Palm Oil', 'Organic Fertilisers', 'International Trade Facilitation Services', 'Visible Plywood Products', 'Photo Paper Products', 'Cocoa Products', 'Spice Products', 'High-energy Welded Timber Products', 'Inorganic Fertilizers', 'Tea and Plant-based Products', 'Tropical Fruits']",Wholesale,Chemicals,Other Farm Product Raw Material Merchant Wholesalers,Coffee Processing Services,0.0578,uncertain,0.0577817664659066,0.0258904792702247,,
"Mariegold Care is a company that provides support for individuals struggling with poverty, offering a ""home away from home"" for those in need. Their aim is to create a safe and comfortable environment where residents can maintain their independence while receiving the level of care they need. They provide independent support and around-the-clock care, working closely with patients to ensure they receive the help they need whenever they need it. Mariegold's homes are designed to help clients achieve their full potential and develop independence while maintaining the necessary level of support. The company offers flexible living arrangements that allow clients to progress with their daily lives while receiving help when needed. Caregivers can visit the homes to assist with tasks such as shopping, housework, and repairing. Marigold Care focuses on providing an environment that supports the well-being and development of their clients, helping them achieve their goal of independence.","['Supportive Living Arrangements', 'Supportive Community Building', 'Support Services for The Elderly', 'Non-profit Organization', 'Learning Disabilities Support', 'Caregiver Visits', 'Support Services for Individuals with Disabilities', 'Brain Injury Support', 'Around-the-clock Care', 'Support Programs for Children with Autism', 'Physical Disabilities', 'Home Away from Home', 'Substance Misuse Support', 'Mental Health Support']",Services,Senior Care and Assisted Living Facilities,Assisted Living Facilities for the Elderly,Animal Day Care Services,0.0575,uncertain,0.0575351878383091,0.026000292072457,,
"Scootaround is a leading personal mobility solutions provider in the United States, offering a complete solution for mobility equipment rentals. With over two decades of experience, the company has built a robust ecosystem that caters to a wide range of mobility needs, including personal and event mobility rentals, mobility and disability product sales, repair, and service for corporate partners. Their Rent A Ride platform is the latest innovation in this space, allowing guests to book equipment rentals in advance or onsite at the venue, with real-time reporting and data insights. Scootaround's state-of-the-art multilingual call center is open 24/7 for rentals and support, allowing customers to reserve equipment up to a year in advance. The company's easy-to-use app streamlines the entire rental process, allowing staff to reduce staffing, view active bookings, and access real-world reporting insights.","['Repair and Service for Corporate Partners', 'Personal and Event Mobility Rentals', 'Fleet Management App and Resources', 'Mobility and Disability Product Sales', 'Real-time Reports and Insights', 'Mobility Disability Support Services']",Services,Party Rentals,Home Health Equipment Rental,HVAC Installation and Service,0.0563,uncertain,0.0562876638315168,0.0124787924014377,,
"Wehberg Safety GmbH is a medium-sized company based in North Rhine-Westphalia, Germany that has been manufacturing rupture discs for over 40 years. They specialize in pressure relief systems, including bursting discs, bursting plugs, and membranes of small to medium dimensions, which are pressure safety devices used to protect containers, pressurized systems, and plants against harmful overpressure. Wehberg is a leading manufacturer of industrial tools, equipment, components, parts, and accessories, and their bursting discs are safety products that protect people, machines, and the environment. They offer numerous different types and a modular system of bursting discs for low, medium, and high-pressure applications, meeting a wide variety of requirements regarding form, material, temperatures, and bursting pressures.","['Membranes Manufacturer', 'Sheet Metal Fabrication Services', 'Pressure Vessel Seals Manufacturer', 'Manufacturing', 'Bursting Plugs', 'Tool Manufacturing', 'Pipe Sheets Manufacturer', 'High-pressure Rupture Discs', 'Control Systems Manufacturer', 'Pressure Relief Devices Manufacturer', 'Shut-off Discs']",Manufacturing,Industrial Machinery & Supplies,All Other Miscellaneous General Purpose Machinery Manufacturing,Industrial Machinery Installation,0.0547,uncertain,0.0546992874735334,0.000173285034711,,
"The company is a provider of agricultural products and services, specializing in corn, rice, and tea. They prioritize honesty, innovation, and customer satisfaction in their operations. Their main focus is on providing high-quality products and excellent customer service to their clients.",[],Manufacturing,Farms & Agriculture Production,Rice Farming,Street Cleaning Operations,0.0521,uncertain,0.0521200146614306,0.0025501896093371,,
